観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),31日の値(mm),31日の値の品質情報,極値更新,10年未満での極値更新,30日までの観測史上1位の値(mm),30日までの観測史上1位の値の品質情報,30日までの観測史上1位の値の年,30日までの観測史上1位の値の月,30日までの観測史上1位の値の日,30日までの6月の1位の値(mm),30日までの6月の1位の値の品質情報,30日までの6月の1位の値の年,30日までの6月の1位の値の月,30日までの6月の1位の値の日,統計開始年
36307,福島県,津島（ツシマ）,,2022,05,31,,,7.0,8,,,316.0,8,2019,10,12,85,8,1979,05,15,1977
36342,福島県,金山（カネヤマ）,,2022,05,31,,,4.5,8,,,204.0,8,2011,07,28,51.0,8,2010,05,24,2007
36361,福島県,若松（ワカマツ）,47570,2022,05,31,,,3.0,8,,,162.0,8,2004,07,13,61.0,8,1989,05,26,1953
36391,福島県,船引（フネヒキ）,,2022,05,31,,,7.5,8,,,198.5,8,2019,10,12,80,8,1977,05,15,1976
36411,福島県,浪江（ナミエ）,,2022,05,31,,,7.5,8,,,301.0,8,2019,10,12,157,8,1979,05,15,1976
36426,福島県,只見（タダミ）,,2022,05,31,,,4.0,8,,,430.0,8,2011,07,29,70,8,1988,05,13,1976
36461,福島県,湖南（コナン）,,2022,05,31,,,5.5,8,,,205.5,8,2019,10,12,111.0,8,2012,05,03,1982
36476,福島県,郡山（コオリヤマ）,,2022,05,31,,,7.5,8,,,185.0,8,2019,10,12,90.5,8,2012,05,03,1976
36501,福島県,川内（カワウチ）,,2022,05,31,,,7.0,8,,,428.0,8,2019,10,12,110.0,8,2012,05,03,1976
36511,福島県,富岡（トミオカ）,,2022,05,31,,,8.0,8,,,250,8,1991,09,19,140,8,1979,05,15,1976
36536,福島県,南郷（ナンゴウ）,,2022,05,31,,,6.0,8,,,161.5,8,2017,07,18,46,8,1989,05,26,1976
36562,福島県,湯本（ユモト）,,2022,05,31,,,12.5,8,,,291.0,8,2019,10,12,183.0,8,2012,05,03,1988
36571,福島県,長沼（ナガヌマ）,,2022,05,31,,,10.0,8,,,324,8,1998,08,27,139.0,8,2012,05,03,1978
36581,福島県,玉川（タマカワ）,,2022,05,31,,,8.0,8,,,200.5,8,2011,09,21,61.0,8,2019,05,21,2003
36591,福島県,小野新町（オノニイマチ）,,2022,05,31,,,7.5,8,,,229.5,8,2019,10,12,68.0,8,2019,05,21,1976
36597,福島県,川前（カワマエ）,,2022,05,31,,,8.0,8,,,229.0,8,2019,10,12,64.0,8,2019,05,21,2014
36611,福島県,広野（ヒロノ）,,2022,05,31,,,7.5,8,,,265,8,2006,10,06,141,8,1997,05,25,1976
36641,福島県,田島（タジマ）,,2022,05,31,,,8.0,8,,,238.0,8,2019,10,12,73.0,8,2012,05,03,1976
36667,福島県,白河（シラカワ）,47597,2022,05,31,,,10.5,8,,,368.5,8,2019,10,12,114.0,8,1992,05,24,1940
36676,福島県,石川（イシカワ）,,2022,05,31,,,8.5,8,,,204.0,8,2019,10,12,83,8,1982,05,20,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2022,05,31,,,12.0,8,,,237.5,8,2019,10,12,57,8,1988,05,13,1978
36726,福島県,舘岩（タテイワ）,,2022,05,31,,,7.0,8,,,277.0,8,2019,10,12,63.5,8,2012,05,03,1978
36781,福島県,平（タイラ）,,2022,05,31,,,7.0,8,,,227.5,8,2019,10,12,168,8,1979,05,15,1976
36821,福島県,東白川（ヒガシシラカワ）,,2022,05,31,,,4.5,8,,,205.5,8,2011,09,21,103,8,1977,05,15,1976
36836,福島県,山田（ヤマダ）,,2022,05,31,,,7.0,8,,,256.5,8,2019,10,12,181.5,8,2012,05,03,2009
36846,福島県,小名浜（オナハマ）,47598,2022,05,31,,,7.5,8,,,227.2,8,1966,06,28,225.7,8,1929,05,23,1910
40041,茨城県,花園（ハナゾノ）,,2022,05,31,,,9.0,8,,,455.5,8,2019,10,12,324.5,8,2012,05,03,1976
40046,茨城県,北茨城（キタイバラキ）,,2022,05,31,,,5.0,8,,,227,8,1986,08,04,139,8,1977,05,15,1976
40061,茨城県,大子（ダイゴ）,,2022,05,31,,,4.5,8,,,269.5,8,2019,10,12,108.5,8,2012,05,03,1976
40066,茨城県,徳田（トクダ）,,2022,05,31,,,4.5,8,,,334.0,8,2019,10,12,121.0,8,2019,05,21,1977
40076,茨城県,大能（オオノウ）,,2022,05,31,,,7.5,8,,,383.0,8,2019,10,12,306.0,8,2012,05,03,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2022,05,31,,,7.0,8,,,216.0,8,2019,10,12,157.0,8,2012,05,03,1978
40126,茨城県,中野（ナカノ）,,2022,05,31,,,6.5,8,,,203,8,1986,08,04,126.5,8,2012,05,03,1977
40136,茨城県,日立（ヒタチ）,,2022,05,31,,,5.0,8,,,214,8,1986,08,04,214,8,1977,05,15,1976
40181,茨城県,門井（カドイ）,,2022,05,31,,,6.5,8,,,183.5,8,2019,10,12,85.0,8,2012,05,03,1982
40191,茨城県,笠間（カサマ）,,2022,05,31,,,11.5,8,,,202.0,8,2011,09,21,128.5,8,2012,05,03,1976
40201,茨城県,水戸（ミト）,47629,2022,05,31,,,5.0,8,,,276.6,8,1938,06,29,136.9,8,1929,05,23,1897
40221,茨城県,古河（コガ）,,2022,05,31,,,10.0,8,,,214.5,8,2015,09,09,132.5,8,2012,05,03,1976
40231,茨城県,下館（シモダテ）,,2022,05,31,,,10.0,8,,,184.0,8,2019,10,12,85.5,8,2012,05,03,2001
40241,茨城県,柿岡（カキオカ）,,2022,05,31,,,8.5,8,,,219,8,1986,08,04,125,8,1977,05,15,1976
40251,茨城県,美野里（ミノリ）,,2022,05,31,,,8.0,8,,,249,8,1986,08,04,86.0,8,2012,05,29,1976
40281,茨城県,下妻（シモツマ）,,2022,05,31,,,10.5,8,,,203,8,1986,08,04,88.0,8,2012,05,03,1976
40311,茨城県,鉾田（ホコタ）,,2022,05,31,,,16.5,8,,,239.5,8,2013,10,16,96,8,1979,05,08,1978
40326,茨城県,坂東（バンドウ）,,2022,05,31,,,13.0,8,,,197.5,8,2019,10,12,98.0,8,2012,05,03,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2022,05,31,,,10.0,8,,,265.1,8,1929,09,10,158.4,8,1929,05,23,1921
40341,茨城県,土浦（ツチウラ）,,2022,05,31,,,7.5,8,,,197,8,1991,09,19,98,8,2000,05,13,1976
40391,茨城県,江戸崎（エドサキ）,,2022,05,31,,,14.0,8,,,233,8,1991,09,19,67,8,2003,05,20,1976
40406,茨城県,鹿嶋（カシマ）,,2022,05,31,,,7.0,8,,,304,8,1999,10,27,89.0,8,2019,05,21,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2022,05,31,,,11.0,8,,,224,8,1991,09,19,74,8,1995,05,15,1976
41011,栃木県,那須高原（ナスコウゲン）,,2022,05,31,,,19.5,8,,,607,8,1998,08,27,231.5,8,2012,05,03,1976
41076,栃木県,五十里（イカリ）,,2022,05,31,,,18.5,8,,,337.0,8,2015,09,09,139.0,8,2012,05,03,1976
41091,栃木県,黒磯（クロイソ）,,2022,05,31,,,19.0,8,,,355,8,1977,09,03,180.0,8,2012,05,03,1976
41116,栃木県,土呂部（ドロブ）,,2022,05,31,,,9.5,8,,,405.5,8,2015,09,09,186.0,8,2012,05,03,1977
41141,栃木県,大田原（オオタワラ）,,2022,05,31,,,13.0,8,,,298.5,8,2019,10,12,198.0,8,2012,05,03,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2022,05,31,,,14.5,8,,,519.2,8,1948,09,16,190.5,8,2012,05,03,1944
41171,栃木県,今市（イマイチ）,,2022,05,31,,,11.5,8,,,383.5,8,2019,10,12,199.5,8,2012,05,03,1978
41181,栃木県,塩谷（シオヤ）,,2022,05,31,,,11.5,8,,,413.5,8,2019,10,12,177.0,8,2012,05,03,1978
41211,栃木県,足尾（アシオ）,,2022,05,31,,,12.5,8,,,424.0,8,2019,10,12,120.5,8,2012,05,03,1976
41241,栃木県,高根沢（タカネザワ）,,2022,05,31,,,11.5,8,,,203.5,8,2019,10,12,188.0,8,2012,05,03,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2022,05,31,,,9.0,8,,,212.5,8,2019,10,12,119.0,8,2012,05,03,2009
41271,栃木県,鹿沼（カヌマ）,,2022,05,31,,,18.5,8,,,370.0,8,2019,10,12,177.5,8,2012,05,03,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615,2022,05,31,,,15.5,8,,,325.5,8,2019,10,12,202.5,8,2012,05,03,1890
41311,栃木県,葛生（クズウ）,,2022,05,31,,,14.5,8,,,410.0,8,2019,10,12,143.0,8,2012,05,03,1976
41331,栃木県,真岡（モオカ）,,2022,05,31,,,9.5,8,,,209.5,8,2019,10,12,170.5,8,2012,05,03,1976
41356,栃木県,足利（アシカガ）,,2022,05,31,,,12.0,8,,,253.0,8,2019,10,12,94.0,8,2012,05,03,1976
41361,栃木県,佐野（サノ）,,2022,05,31,,,12.5,8,,,261.5,8,2019,10,12,143,8,1976,05,26,1976
41371,栃木県,栃木（トチギ）,,2022,05,31,,,15.0,8,,,299.0,8,2015,09,09,148.0,8,2012,05,03,1976
41376,栃木県,小山（オヤマ）,,2022,05,31,,,12.5,8,,,213.5,8,2019,10,12,173.0,8,2012,05,03,1976
42046,群馬県,藤原（フジワラ）,,2022,05,31,,,15.0,8,,,262,8,1983,07,27,77,8,2000,05,07,1977
42091,群馬県,みなかみ（ミナカミ）,,2022,05,31,,,10.0,8,,,182.0,8,2015,07,30,75,8,1979,05,25,1976
42106,群馬県,片品（カタシナ）,,2022,05,31,,,9.5,8,,,152.0,8,2019,10,12,53.0,8,2019,05,21,1977
42121,群馬県,草津（クサツ）,,2022,05,31,,,20.0,8,,,250.0,8,2019,10,12,99,8,1983,05,16,1976
42146,群馬県,沼田（ヌマタ）,,2022,05,31,,,8.0,8,,,163.0,8,2019,10,12,60,8,2000,05,02,1976
42186,群馬県,中之条（ナカノジョウ）,,2022,05,31,,,12.5,8,,,367,8,1981,08,22,75.0,8,2008,05,20,1976
42221,群馬県,田代（タシロ）,,2022,05,31,,,11.0,8,,,408.0,8,2019,10,12,96,8,1983,05,16,1976
42241,群馬県,榛名山（ハルナサン）,,2022,05,31,,,25.5,8,,,418,8,1981,08,22,124.5,8,2011,05,29,1976
42251,群馬県,前橋（マエバシ）,47624,2022,05,31,,,16.5,8,,,357.4,8,1947,09,15,119.8,8,1929,05,23,1896
42261,群馬県,黒保根（クロホネ）,,2022,05,31,,,18.0,8,,,246.5,8,2019,10,12,72.5,8,2019,05,21,1978
42266,群馬県,桐生（キリュウ）,,2022,05,31,,,15.0,8,,,232.0,8,2019,10,12,73.0,8,2012,05,03,1976
42286,群馬県,上里見（カミサトミ）,,2022,05,31,,,20.5,8,,,307,8,1981,08,22,87.5,8,2011,05,29,1976
42302,群馬県,伊勢崎（イセサキ）,,2022,05,31,,,13.0,8,,,258.5,8,2011,09,01,76.0,8,2011,05,29,1998
42326,群馬県,西野牧（ニシノマキ）,,2022,05,31,,,20.0,8,,,471.0,8,2019,10,12,83.0,8,2011,05,29,1976
42341,群馬県,藤岡（フジオカ）,,2022,05,31,,,12.5,8,,,347.5,8,2019,10,12,82.5,8,2011,05,29,1976
42366,群馬県,館林（タテバヤシ）,,2022,05,31,,,14.0,8,,,228.0,8,2019,10,12,104.5,8,2012,05,03,1976
42396,群馬県,神流（カンナ）,,2022,05,31,,,6.5,8,,,433.5,8,2019,10,12,95.0,8,2011,05,29,1977
43051,埼玉県,寄居（ヨリイ）,,2022,05,31,,,12.0,8,,,471.0,8,2019,10,12,128.0,8,2012,05,03,1976
43056,埼玉県,熊谷（クマガヤ）,47626,2022,05,31,,,15.0,8,,,301.5,8,1982,09,12,144.8,8,1929,05,23,1896
43091,埼玉県,上吉田（カミヨシダ）,,2022,05,31,,,5.0,8,,,434.0,8,2019,10,12,94.0,8,2011,05,29,1977
43121,埼玉県,鴻巣（コウノス）,,2022,05,31,,,13.0,8,,,192,8,1999,08,14,99.5,8,2011,05,29,1976
43126,埼玉県,久喜（クキ）,,2022,05,31,,,10.5,8,,,226.5,8,2019,10,12,133.5,8,2012,05,03,1976
43151,埼玉県,三峰（ミツミネ）,,2022,05,31,,,2.5,8,,,549.0,8,2019,10,12,119,8,1983,05,16,1976
43156,埼玉県,秩父（チチブ）,47641,2022,05,31,,,4.0,8,,,519.7,8,1947,09,15,155.3,8,1929,05,23,1926
43157,埼玉県,浦山（ウラヤマ）,,2022,05,31,,,5.0,8,,,635.0,8,2019,10,12,102.5,8,2012,05,02,1977
43162,埼玉県,ときがわ（トキガワ）,,2022,05,31,,,13.5,8,,,572.0,8,2019,10,12,142.5,8,2012,05,02,2000
43171,埼玉県,鳩山（ハトヤマ）,,2022,05,31,,,14.0,8,,,312.0,8,2019,10,12,102.5,8,2012,05,03,1977
43231,埼玉県,飯能（ハンノウ）,,2022,05,31,,,12.0,8,,,387.0,8,2019,10,12,106.5,8,2012,05,03,1976
43241,埼玉県,さいたま（サイタマ）,,2022,05,31,,,13.0,8,,,288.0,8,2019,10,12,101.5,8,2012,05,03,1976
43256,埼玉県,越谷（コシガヤ）,,2022,05,31,,,10.0,8,,,222.0,8,2019,10,12,98.5,8,2012,05,03,1976
43266,埼玉県,所沢（トコロザワ）,,2022,05,31,,,7.5,8,,,342.0,8,2019,10,12,104.5,8,2012,05,03,1976
44046,東京都,小河内（オゴウチ）,,2022,05,31,,,9.0,8,,,556.0,8,2019,10,12,105,8,1983,05,16,1976
44051,東京都,小沢（オザワ）,,2022,05,31,,,10.5,8,,,602.5,8,2019,10,12,114.0,8,2012,05,02,1977
44056,東京都,青梅（オウメ）,,2022,05,31,,,12.5,8,,,384.5,8,2019,10,12,91.5,8,2012,05,03,1976
44071,東京都,練馬（ネリマ）,,2022,05,31,,,12.0,8,,,282.0,8,2019,10,12,69.0,8,2019,05,21,2012
44112,東京都,八王子（ハチオウジ）,,2022,05,31,,,14.5,8,,,392.5,8,2019,10,12,105.5,8,2019,05,21,1976
44116,東京都,府中（フチュウ）,,2022,05,31,,,10.5,8,,,289.0,8,2019,10,12,117.0,8,2012,05,03,1976
44126,東京都,世田谷（セタガヤ）,,2022,05,31,,,16.5,8,,,253.5,8,2019,10,12,135.5,8,2012,05,03,1976
44132,東京都,東京（トウキョウ）,47662,2022,05,31,,,19.0,8,,,371.9,8,1958,09,26,121.5,8,2012,05,03,1875
44136,東京都,江戸川臨海（エドガワリンカイ）,,2022,05,31,,,11.0,8,,,249,8,1996,09,22,85.0,8,2008,05,20,1976
44166,東京都,羽田（ハネダ）,,2022,05,31,,,9.0,8,,,243,8,1996,09,22,89.0,8,2008,05,20,1976
44172,東京都,大島（オオシマ）,47675,2022,05,31,,,9.0,8,,,525.5,8,2013,10,16,218.0,8,2012,05,02,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2022,05,31,,,21.5,8,,,267.0,8,2013,10,16,150.0,8,2012,05,02,2003
44191,東京都,利島（トシマ）,,2022,05,31,,,1.5,8,,,280.5,8,2021,07,01,131.5,8,2022,05,13,2014
44207,東京都,新島（ニイジマ）,,2022,05,31,,,1.0,8,,,332.0,8,2021,07,01,99.0,8,2009,05,28,2003
44216,東京都,神津島（コウヅシマ）,,2022,05,31,,,3.0,8,,,347,8,2006,08,08,121,8,2005,05,30,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2022,05,31,,,4.5,8,,,399.5,8,2007,10,27,208.5,8,1979,05,14,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2022,05,31,,,4.0,8,,,396.0,8,2020,10,10,205,8,2005,05,30,2000
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2022,05,31,,,6.5,8,,,244.0,8,2011,08,01,221.0,8,2009,05,28,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2022,05,31,,,9.0,8,,,438.9,8,1941,09,19,247.5,8,2009,05,28,1906
44281,東京都,青ヶ島（アオガシマ）,,2022,05,31,,,20.5,8,,,228.5,8,2017,09,17,94.5,8,2019,05,01,2014
44301,東京都,父島（チチジマ）,47971,2022,05,31,,,0.0,8,,,348.0,8,1997,11,07,151.5,8,1992,05,24,1968
44316,東京都,母島（ハハジマ）,,2022,05,31,,,0.0,8,,,214.0,8,2015,08,08,185.5,8,2017,05,23,2007
45061,千葉県,我孫子（アビコ）,,2022,05,31,,,14.5,8,,,196.5,8,2013,10,16,61.0,8,2011,05,29,2010
45081,千葉県,香取（カトリ）,,2022,05,31,,,8.5,8,,,299,8,1999,10,27,96.5,8,2019,05,21,1999
45086,千葉県,東庄（トウノショウ）,,2022,05,31,,,7.0,8,,,277,8,1996,09,22,83.5,8,2011,05,29,1976
45106,千葉県,船橋（フナバシ）,,2022,05,31,,,23.5,8,,,224.0,8,2013,10,16,79.5,8,2008,05,20,1999
45116,千葉県,佐倉（サクラ）,,2022,05,31,,,16.5,8,,,248.0,8,2019,10,25,73.5,8,2019,05,21,1976
45121,千葉県,成田（ナリタ）,,2022,05,31,,,9.5,8,,,215.5,8,2013,10,16,88.5,8,2019,05,21,1976
45147,千葉県,銚子（チョウシ）,47648,2022,05,31,,,2.5,8,,,311.6,8,1947,08,28,128.7,8,1893,05,30,1887
45181,千葉県,横芝光（ヨコシバヒカリ）,,2022,05,31,,,8.0,8,,,224,8,1996,09,22,71.0,8,2011,05,29,1976
45212,千葉県,千葉（チバ）,47682,2022,05,31,,,18.0,8,,,259.5,8,1996,09,22,74.0,8,1995,05,15,1966
45261,千葉県,茂原（モバラ）,,2022,05,31,,,30.5,8,,,236,4,1996,09,22,104,8,1992,05,30,1976
45282,千葉県,木更津（キサラヅ）,,2022,05,31,,,16.5,8,,,213.5,8,2013,10,16,66.5,8,2022,05,13,2006
45291,千葉県,牛久（ウシク）,,2022,05,31,,,26.0,8,,,321,8,1996,09,22,117,8,1992,05,30,1978
45326,千葉県,坂畑（サカハタ）,,2022,05,31,,,10.5,8,,,364,8,1989,08,01,112.0,8,2008,05,20,1978
45331,千葉県,大多喜（オオタキ）,,2022,05,31,,,25.0,8,,,365,8,1996,09,22,119,8,1995,05,15,1976
45346,千葉県,鋸南（キョナン）,,2022,05,31,,,14.5,8,,,426,8,1989,08,01,88,8,1995,05,15,1976
45361,千葉県,鴨川（カモガワ）,,2022,05,31,,,7.0,8,,,250,8,1996,09,22,120,8,2007,05,25,1976
45371,千葉県,勝浦（カツウラ）,47674,2022,05,31,,,15.0,8,,,326.0,8,1996,09,22,171.1,8,1915,05,17,1906
45401,千葉県,館山（タテヤマ）,47672,2022,05,31,,,4.0,8,,,314.0,8,1996,09,22,118.5,8,1992,05,10,1968
46001,神奈川県,相模湖（サガミコ）,,2022,05,31,,,11.5,8,,,595.0,8,2019,10,12,106.5,8,2012,05,02,1976
46046,神奈川県,相模原中央（サガミハラチュウオウ）,,2022,05,31,,,16.0,8,,,361.5,8,2019,10,12,141.5,8,2019,05,21,1976
46061,神奈川県,日吉（ヒヨシ）,,2022,05,31,,,13.0,8,,,248,8,1989,08,01,130.5,8,2012,05,03,1976
46076,神奈川県,丹沢湖（タンザワコ）,,2022,05,31,,,13.0,8,,,518.0,8,2019,10,12,181.5,8,2019,05,21,1976
46091,神奈川県,海老名（エビナ）,,2022,05,31,,,14.0,8,,,259,8,1976,09,09,148,8,2003,05,31,1976
46106,神奈川県,横浜（ヨコハマ）,47670,2022,05,31,,,13.0,8,,,287.2,8,1958,09,26,138.1,8,1921,05,07,1896
46136,神奈川県,平塚（ヒラツカ）,,2022,05,31,,,12.0,8,,,210.0,8,2019,10,12,124,8,2003,05,31,1976
46141,神奈川県,辻堂（ツジドウ）,,2022,05,31,,,19.0,8,,,202,8,2003,08,15,178,8,2003,05,31,1992
46161,神奈川県,箱根（ハコネ）,,2022,05,31,,,31.5,8,,,922.5,8,2019,10,12,298.0,8,2012,05,02,1976
46166,神奈川県,小田原（オダワラ）,,2022,05,31,,,17.5,8,,,240.0,8,2019,10,12,179,8,1983,05,16,1976
46211,神奈川県,三浦（ミウラ）,,2022,05,31,,,11.5,8,,,262,8,1981,10,22,142,8,1986,05,14,1976
48031,長野県,野沢温泉（ノザワオンセン）,,2022,05,31,,,1.0,8,,,173.5,8,2019,10,12,56,8,1998,05,08,1976
48061,長野県,信濃町（シナノマチ）,,2022,05,31,,,0.0,8,,,164.5,8,2019,10,12,80.5,8,2011,05,29,1976
48066,長野県,飯山（イイヤマ）,,2022,05,31,,,0.5,8,,,162,8,1986,09,03,62,8,1987,05,23,1976
48097,長野県,小谷（オタリ）,,2022,05,31,,,1.0,8,,,254,8,1995,07,11,86,8,1985,05,06,1983
48141,長野県,白馬（ハクバ）,,2022,05,31,,,4.5,8,,,188,8,1995,07,11,88.5,8,2011,05,29,1976
48146,長野県,鬼無里（キナサ）,,2022,05,31,,,7.0,8,,,132.5,8,2017,08,11,95.0,8,2011,05,29,1977
48156,長野県,長野（ナガノ）,47610,2022,05,31,,,1.5,8,,,132.0,8,2019,10,12,68.5,8,2011,05,29,1889
48172,長野県,笠岳（カサダケ）,,2022,05,31,,,5.0,8,,,285.0,8,2019,10,12,73,8,2007,05,10,1979
48191,長野県,大町（オオマチ）,,2022,05,31,,,3.5,8,,,162,8,2004,10,20,117.0,8,2011,05,29,1976
48196,長野県,信州新町（シンシュウシンマチ）,,2022,05,31,,,4.5,8,,,163.5,8,2019,10,12,108.5,8,2011,05,29,1976
48216,長野県,菅平（スガダイラ）,,2022,05,31,,,2.5,8,,,270.0,8,2019,10,12,69.0,8,2011,05,29,1976
48247,長野県,聖高原（ヒジリコウゲン）,,2022,05,31,,,4.0,8,,,242.0,8,2019,10,12,109.0,8,2011,05,29,1979
48256,長野県,上田（ウエダ）,,2022,05,31,,,5.0,8,,,152,8,1983,09,28,75.0,8,2011,05,29,1976
48296,長野県,穂高（ホタカ）,,2022,05,31,,,2.5,8,,,153,8,2004,10,20,116.5,8,2011,05,29,1976
48321,長野県,東御（トウミ）,,2022,05,31,,,6.0,8,,,148.5,8,2019,10,12,69.0,8,2011,05,29,1976
48331,長野県,軽井沢（カルイザワ）,47622,2022,05,31,,,19.5,8,,,318.8,8,1949,08,31,104.9,8,1929,05,23,1925
48346,長野県,上高地（カミコウチ）,,2022,05,31,,,18.5,8,,,173,8,1979,08,22,123.5,8,2011,05,10,1976
48361,長野県,松本（マツモト）,47618,2022,05,31,,,6.5,8,,,155.9,8,1911,08,04,104.2,8,1965,05,27,1898
48363,長野県,松本今井（マツモトイマイ）,,2022,05,31,,,7.0,8,,,162,8,2004,10,20,107.0,8,2011,05,29,2003
48371,長野県,鹿教湯（カケユ）,,2022,05,31,,,7.0,8,,,320.0,8,2019,10,12,95.0,8,2011,05,29,1976
48381,長野県,立科（タテシナ）,,2022,05,31,,,10.0,8,,,264.0,8,2019,10,12,83,8,1983,05,16,1978
48386,長野県,佐久（サク）,,2022,05,31,,,9.5,8,,,303.5,8,2019,10,12,62.5,8,2011,05,29,1976
48436,長野県,白樺湖（シラカバコ）,,2022,05,31,,,14.5,8,,,228.5,8,2019,10,12,81,8,2007,05,25,2004
48466,長野県,奈川（ナガワ）,,2022,05,31,,,14.5,8,,,200.0,8,2021,08,14,160,8,1983,05,16,1978
48491,長野県,諏訪（スワ）,47620,2022,05,31,,,5.5,8,,,161.5,8,1983,09,28,84.5,8,2011,05,29,1945
48516,長野県,北相木（キタアイキ）,,2022,05,31,,,6.0,8,,,395.5,8,2019,10,12,80.0,8,2011,05,29,2004
48531,長野県,開田高原（カイダコウゲン）,,2022,05,31,,,8.0,8,,,247,8,1983,09,28,166,8,1983,05,16,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2022,05,31,,,9.0,8,,,200.0,8,2019,10,12,117.0,8,2021,05,21,2019
48546,長野県,辰野（タツノ）,,2022,05,31,,,6.0,8,,,193.0,8,2021,08,14,90,8,1980,05,15,1978
48556,長野県,高遠（タカトオ）,,2022,05,31,,,4.5,8,,,200.0,8,2019,10,12,79.0,8,2021,05,21,2004
48561,長野県,原村（ハラムラ）,,2022,05,31,,,4.0,8,,,194,8,1983,09,28,111,8,1983,05,16,1976
48571,長野県,野辺山（ノベヤマ）,,2022,05,31,,,8.0,8,,,243,8,2002,07,10,75.5,8,2011,05,29,1976
48601,長野県,御嶽山（オンタケサン）,,2022,05,31,,,31.0,8,,,345,8,1988,06,03,238,8,1997,05,08,1976
48606,長野県,木曽福島（キソフクシマ）,,2022,05,31,,,9.0,8,,,173,8,1983,09,28,162,8,1983,05,16,1976
48621,長野県,伊那（イナ）,,2022,05,31,,,6.0,8,,,173,8,2006,07,18,96.5,8,2011,05,29,1993
48681,長野県,宮田高原（ミヤダコウゲン）,,2022,05,31,,,10.5,8,,,246.0,8,2021,08,14,141.5,8,2011,05,11,1976
48691,長野県,杉島（スギシマ）,,2022,05,31,,,2.5,8,,,247,8,1983,09,28,127.5,8,2021,05,21,1983
48716,長野県,須原（スハラ）,,2022,05,31,,,5.0,8,,,234,8,1983,09,28,162.5,8,2021,05,21,1976
48717,長野県,南木曽（ナギソ）,,2022,05,31,,,5.0,8,,,237,8,1983,09,28,194.5,8,2021,05,21,1976
48731,長野県,飯島（イイジマ）,,2022,05,31,,,6.5,8,,,322,8,1983,09,28,204,8,1983,05,16,1976
48737,長野県,大鹿（オオシカ）,,2022,05,31,,,4.5,8,,,198,8,1983,09,28,151.0,8,2021,05,21,1983
48767,長野県,飯田（イイダ）,47637,2022,05,31,,,3.0,8,,,325.3,8,1961,06,27,118.0,8,2011,05,11,1897
48826,長野県,浪合（ナミアイ）,,2022,05,31,,,10.5,8,,,263.5,8,2013,09,16,208,8,1983,05,16,1978
48836,長野県,阿南（アナン）,,2022,05,31,,,7.5,8,,,260,8,1991,09,19,157,8,1983,05,16,1978
48841,長野県,南信濃（ミナミシナノ）,,2022,05,31,,,10.5,8,,,230,8,1983,09,28,153,8,1983,05,16,1978
49036,山梨県,大泉（オオイズミ）,,2022,05,31,,,2.0,8,,,172,8,2002,07,10,76.5,8,2011,05,29,1976
49052,山梨県,乙女湖（オトメコ）,,2022,05,31,,,5.5,8,,,190.0,8,2013,09,16,89.5,8,2011,05,29,2008
49086,山梨県,韮崎（ニラサキ）,,2022,05,31,,,2.5,8,,,344,8,2002,07,10,128.0,8,2011,05,29,1976
49142,山梨県,甲府（コウフ）,47638,2022,05,31,,,4.5,8,,,244.5,8,1945,10,05,108.5,8,2011,05,29,1894
49151,山梨県,勝沼（カツヌマ）,,2022,05,31,,,2.5,8,,,222.5,8,2019,10,12,73.0,8,2019,05,21,1976
49161,山梨県,大月（オオツキ）,,2022,05,31,,,7.0,8,,,404.5,8,2019,10,12,101,8,2003,05,31,1976
49172,山梨県,上野原（ウエノハラ）,,2022,05,31,,,9.5,8,,,469.5,8,2019,10,12,93.0,8,2019,05,21,2015
49187,山梨県,富士川（フジカワ）,,2022,05,31,,,4.0,8,,,252.5,8,2019,10,12,105.0,8,2019,05,21,2013
49196,山梨県,古関（フルセキ）,,2022,05,31,,,6.5,8,,,347.0,8,2019,10,12,207.0,8,2011,05,29,1976
49236,山梨県,切石（キリイシ）,,2022,05,31,,,7.5,8,,,404.0,8,2019,10,12,173.5,8,2011,05,29,1977
49251,山梨県,河口湖（カワグチコ）,47640,2022,05,31,,,8.5,8,,,463.5,8,1983,08,16,110.5,8,2003,05,31,1933
49256,山梨県,山中（ヤマナカ）,,2022,05,31,,,11.0,8,,,494,8,1983,08,16,224,8,1983,05,16,1976
49316,山梨県,南部（ナンブ）,,2022,05,31,,,17.0,8,,,532.0,8,2019,10,12,193.5,8,2019,05,21,1976
